"name","state","year_group"
"FORKS OF BUFFALO","VA","1900"
"FORKS OF BUFFALO","WV","1850"
"FORKS OF CAPON","WV","1900"
"FORKS OF ELKHORN","KY","1850"
"FORKS OF GLADY FORK","WV",""
"FORKS OF LITTLE SANDY","WV","1900"
"FORKS OF PIGEON","NC","1850"
"FORKS OF POTOMAC","WV",""
"FORKS OF ROANOKE","VA",""
"FORKS OF TENNESSEE","NC",""
"FORKS OF TENNESSEE","NC",""
"FORKS OF THE MUSKINGUM","OH",""
"FORKS OF TWELVE POLE","WV",""
"FORKS OF TYGART","KY",""
"FORKSBURGH","WV","1900"
"FORKSVILLE","IL","1850"
NA,NA,""
"FORKTON","KY","1900"
"FORKTOWN","MD","1850"
"FORKVILLE","NC",""
"FORMAN","IL","1900"
"FORMAN","IL","1900"
"FORMAN","WV","1950"
"FORMAN","MI","1900"
"FORMORA","WI",""
"FORMOSA","IL","1900"
"FORMOSA","VA","1900"
"FORNEY","IN",""
"FORNEY","NC",""
"FORNEY'S","NC","1850"
"FORNEY'S CREEK","NC","1900"
NA,NA,""
"FORRESTER","MI",""
NA,NA,""
NA,NA,""
"FORRESTTOWN","MD",""
"FORRESTVILLE","MD",""
"FORRIS","WV",""
"FORSEE","KY","1900"
"FORSHEE","NC","1900"
"FORSHEE","VA",""
"FORSYTH","IA","1900"
NA,NA,""
"FORSYTH","MN",""
"FORSYTH","WV",""
"FORSYTH","MI","1900"
"FORSYTHE","IL",""
"FORSYTHE","NC",""
"FORT AMANDA","OH","1850"
"FORT ANCIENT","OH","1850"
NA,NA,""
NA,NA,""
NA,NA,""
"FORT BALL","OH",""
"FORT BARNWELL","NC","1900"
NA,NA,""
"FORT BENJ HARRISON","IN","1900"
NA,NA,""
"FORT BRAGG","NC",""
NA,NA,""
"FORT BRANCH","WV",""
"FORT BROWN","OH",""
NA,NA,""
"FORT DEFIANCE","NC","1850"
NA,NA,""
"FORT DEFIANCE","WV",""
"FORT DEFIANCE","OH",""
"FORT DES MOINES","IA",""
"FORT DES MOINES","IA","1850"
"FORT DES MOINES","IA","1950"
NA,NA,""
"FORT EDWARDS","IL",""
"FORT EUSTIS","VA","1950"
"FORT FINLEY","OH",""
"FORT FISHER","NC",""
"FORT FOOTE","MD",""
"FORT FURNACE","VA","1850"
"FORT GAGE","IL","1900"
"FORT GAINES","MN","1850"
"FORT GARRETT","KY","1900"
NA,NA,""
NA,NA,""
"FORT GRATIOT","MI",""
"FORT GRATIOT","MI",""
"FORT HARRISON","IN",""
"FORT HARRISON","VA",""
"FORT HEMBREE","NC","1850"
"FORT HILL","IL","1850"
"FORT HILL","OH","1900"
"FORT HOOVER","VA","1900"
NA,NA,""
"FORT HOWARD","WI",""
"FORT HOYLE","MD",""
"FORT HUMPHREYS","VA",""
"FORT HUNT","VA",""
"FORT JEFFERSON","OH","1850"
"FORT JEFFERSON","KY",""
"FORT JEFFERSON","KY",""
"FORT JENNINGS","OH",""
NA,NA,""
NA,NA,""
"FORT LANDING","NC","1850"
"FORT LARAMIE","OH",""
NA,NA,""
"FORT LEE","VA","1900"
"FORT LEONARD WOOD","MD",""
"FORT LEWIS","VA","1900"
"FORT LINDSAY","NC",""
NA,NA,""
"FORT MADISON","IL",""
"FORT MARTIN","WV",""
"FORT MASSAC","IL",""
"FORT MEIGS","OH",""
NA,NA,""
"FORT MONROE","VA","1950"
"FORT MONTGOMERY","NC","1850"
"FORT MYER","VA","1900"
"FORT PENDLETON","MD",""
"FORT PICKSHIN","VA",""
"FORT PLAIN","IA",""
"FORT PLEASANT","MI",""
NA,NA,""
"FORT RED","IN",""
"FORT RIDGELY","MN","1900"
NA,NA,""
NA,NA,""
"FORT RUN","NC",""
"FORT RUN","WV","1950"
"FORT SAINT MARYS","OH",""
"FORT SCOTT CAMPS","OH","1950"
NA,NA,""
"FORT SEYBERT","WV","1900"
"FORT SHERIDAN","IL",""
"FORT SHERIDAN","IL","1900"
"FORT SNELLING","MN","1850"
"FORT SPRING","KY","1900"
"FORT SPRING","WV","1900"
"FORT SPRING DEPOT","WV",""
"FORT TURNER","VA",""
NA,NA,""
"FORT WASHINGTON","MD","1850"
NA,NA,""
NA,NA,""
"FORT WILKINS","MI",""
"FORT WILKINS","MI",""
"FORT WINNEBAGO","WI","1850"
"FORTBRANCH","KY",""
"FORTRESS MONROE","VA","1900"
"FORTSMOUTH","VA",""
"FORTUNE","NC",""
"FORTUNES FORK","NC",""
"FORWARD","WI","1900"
"FORWARD","MI",""
"FORWARD'S MILLS","WI",""
"FOSBROKE","WI","1900"
"FOSCOE","NC","1900"
"FOSCORO","WI","1900"
"FOSDICK","OH",""
"FOSS","IL","1900"
"FOSS","WI","1900"
"FOSS","WV","1900"
"FOSS","MI",""
"FOSS","OH",""
NA,NA,""
"FOSSUM","MN","1900"
"FOSTER","IA",""
"FOSTER","IA","1900"
"FOSTER","IL","1900"
"FOSTER","IN",""
"FOSTER","IN","1900"
NA,NA,""
"FOSTER","MN",""
"FOSTER","NC","1900"
NA,NA,""
"FOSTER","WI",""
"FOSTER","WI",""
NA,NA,""
"FOSTER CHAPEL","WV",""
"FOSTER CITY","MI",""
NA,NA,""
"FOSTER POND","IL","1900"
"FOSTER","OH","1900"
"FOSTERBURG","IL","1900"
"FOSTERS","MI","1900"
"FOSTER'S","IL","1850"
"FOSTERS CROSSINGS","OH",""
NA,NA,""
"FOSTER'S FORK","VA","1850"
"FOSTER'S LANDING","KY",""
"FOSTERS MILL","OH","1850"
"FOSTER'S MILLS","IN",""
"FOSTER'S RIDGE","IN",""
"FOSTERSVILLE","VA",""
"FOSTERVILLE","WI",""
"FOSTERVILLE","OH",""
NA,NA,""
"FOSTORIA","VA","1900"
NA,NA,""
NA,NA,""
"FOTHERINGAY","VA",""
"FOUCH","MI","1900"
"FOULKSTOWN","OH",""
"FOUNDRY","VA","1850"
"FOUNT","KY","1950"
"FOUNTAIN","IA",""
"FOUNTAIN","IN","1850"
"FOUNTAIN","IN","1900"
NA,NA,""
NA,NA,""
"FOUNTAIN","WI",""
"FOUNTAIN","WI",""
"FOUNTAIN","WV",""
NA,NA,""
"FOUNTAIN","OH",""
"FOUNTAIN BLUFF","IL","1900"
"FOUNTAIN BROOK","MN",""
"FOUNTAIN CITY","IN",""
NA,NA,""
NA,NA,""
"FOUNTAIN COURT HOUSE","IN",""
"FOUNTAIN CREEK","IL",""
"FOUNTAIN CREEK","VA",""
"FOUNTAIN GREEN","IL","1850"
"FOUNTAIN GREEN","MD","1900"
"FOUNTAIN GROVE","MN",""
"FOUNTAIN HEAD","KY",""
"FOUNTAIN HILL","NC","1850"
"FOUNTAIN INN","KY",""
"FOUNTAIN MILLS","MD","1900"
"FOUNTAIN PARK","OH","1900"
"FOUNTAIN POWDER MILLS","KY",""
"FOUNTAIN PRAIRIE","WI",""
NA,NA,""
"FOUNTAIN SPRING","WV","1850"
"FOUNTAIN SPRINGS","IA","1850"
"FOUNTAIN STATION","IN",""
"FOUNTAINDALE","IL",""
NA,NA,""
"FOUR CORNERS","IA","1900"
"FOUR CORNERS","MD","1900"
"FOUR CORNERS","OH","1850"
"FOUR LOCKS","MD","1900"
"FOUR MILE","IL",""
"FOUR MILE GROVE","IL","1850"
"FOUR MILE PRAIRIE","IL",""
"FOUR MILE PRAIRIE","IL",""
"FOUR MILE RUN","VA",""
"FOUR MILE VALLEY","IN",""
"FOUR OAKS","KY","1900"
NA,NA,""
NA,NA,""
"FOUR TOWN","MN",""
"FOUR TOWNS","MI","1900"
NA,NA,""
"FOURMILE","WI",""
"FOURPOINTS","MD","1900"
"FOURTEEN","WV","1900"
"FOUST'S MILLS","NC","1900"
"FOUTS","NC",""
"FOWBLESBURG","MD","1900"
"FOWLDS","MN",""
"FOWLDS","MN",""
"FOWLE","NC","1900"
NA,NA,""
NA,NA,""
"FOWLER","KY",""
"FOWLER","VA","1900"
NA,NA,""
NA,NA,""
"FOWLERS","WV","1850"
"FOWLER KNOB","WV","1900"
"FOWLER'S CREEK","KY",""
"FOWLERS MILL","OH","1850"
"FOWLER'S PRAIRIE","WI",""
"FOWLER'S STATION","IL",""
"FOWLERSVILLE","MN",""
NA,NA,""
NA,NA,""
"FOWLING CREEK","MD","1900"
"FOX","IA",""
"FOX","IL",""
"FOX","IL","1900"
"FOX","IN",""
"FOX","IN","1900"
"FOX","KY","1900"
"FOX","MN","1900"
"FOX","NC",""
"FOX","VA","1900"
"FOX","WV","1900"
"FOX","MI","1950"
"FOX","OH","1900"
"FOX","IA","1850"
"FOX","IA",""
"FOX CREEK","KY",""
"FOX CREEK","KY","1900"
"FOX ISLAND","VA",""
"FOX ISLANDS","MI",""
"FOX KNOB","NC",""
"FOX LAKE","MN",""
NA,NA,""
"FOX LAKE","IL","1850"
NA,NA,""
"FOX LANDING","IA",""
"FOX POINT","IA",""
"FOX RIVER","IL",""
"FOX RIVER","WI","1900"
NA,NA,""
"FOX STATION","IL",""
"FOX TOWN","KY",""
"FOXBORO","WI","1900"
"FOXBORO","MI",""
"FOXDEN","NC",""
"FOXDEN","VA",""
NA,NA,""
"FOXLAKE","MN","1950"
"FOXPORT","KY","1900"
NA,NA,""
"FOXVILLE","IL",""
"FOXVILLE","MD","1850"
"FOXVILLE","NC",""
"FOXVILLE","VA","1850"
"FOXVILLE","WI",""
"FOXVILLE","MI",""
"FOY","KY",""
"FOY","MN",""
"FOYS STORE","NC","1850"
"FRAGRANT","KY","1900"
"FRAKER","IA",""
"FRAKER'S GROVE","IL",""
NA,NA,""
"FRALEY","KY","1900"
"FRALLEY'S MILL","KY",""
"FRAM","MN",""
"FRAME","NC",""
"FRAME","WV","1950"
"FRAME'S MILLS","WV",""
NA,NA,""
"FRAMPTON","OH",""
"FRAMPTON","OH","1900"
"FRANCES","KY","1900"
"FRANCES","WV",""
"FRANCES","OH","1900"
NA,NA,""
"FRANCESVILLE","NC","1850"
"FRANCIS","MI",""
"FRANCIS CREEK","WI","1850"
"FRANCIS CREEK","WI","1900"
NA,NA,""
"FRANCIS MILLS","IL","1900"
"FRANCIS STATION","WI",""
"FRANCISBURG","KY",""
"FRANCISCO","IL",""
NA,NA,""
"FRANCISCO","NC","1850"
"FRANCISCO","VA","1900"
"FRANCISCO","MI","1900"
"FRANCISCO'S MILLS","VA",""
"FRANCISCOVILLE","MI","1850"
"FRANCISVILLE","KY","1850"
"FRANCO","VA",""
"FRANCONIA","IL",""
"FRANCONIA","MN",""
"FRANCONIA","OH","1850"
"FRANK","NC","1900"
"FRANK","WI","1900"
"FRANK","WV","1900"
"FRANK","WV","1950"
"FRANK","OH","1900"
"FRANK HILL","MN",""
"FRANK PIERCE","IA","1900"
"FRANKENLUST","MI",""
"FRANKENLUST","MI",""
NA,NA,""
"FRANKFORD","MN",""
NA,NA,""
NA,NA,""
"FRANKFORT","IA",""
"FRANKFORT","IL","1850"
NA,NA,""
NA,NA,""
NA,NA,""
"FRANKFORT","WI",""
"FRANKFORT","WI",""
"FRANKFORT","WI",""
"FRANKFORT","WV","1800"
"FRANKFORT","MI",""
NA,NA,""
NA,NA,""
NA,NA,""
"FRANKFORT STATION","IL","1900"
"FRANKLIN","IA",""
"FRANKLIN","IA",""
"FRANKLIN","IA","1900"
NA,NA,""
NA,NA,""
NA,NA,""
"FRANKLIN","MD",""
"FRANKLIN","MN",""
NA,NA,""
NA,NA,""
NA,NA,""
"FRANKLIN","WI",""
"FRANKLIN","WI","1850"
"FRANKLIN","WI","1900"
NA,NA,""
"FRANKLIN","MI","1850"
NA,NA,""
"FRANKLIN CENTRE","IA","1850"
"FRANKLIN CITY","VA","1900"
"FRANKLIN COURTHOUSE","IL",""
"FRANKLIN CROSSING","IL",""
"FRANKLIN DEPOT","VA","1850"
NA,NA,""
"FRANKLIN GROVE","IA",""
NA,NA,""
"FRANKLIN MILLS","IA",""
"FRANKLIN MILLS","IN",""
"FRANKLIN MILLS","OH","1850"
"FRANKLIN MINE","MI","1950"
NA,NA,""
"FRANKLIN PLACE","VA",""
"FRANKLIN PRAIRIE","IA",""
"FRANKLIN SQUARE","OH","1850"
"FRANKLIN STATION","IA","1900"
"FRANKLIN STATION","OH","1900"
"FRANKLINS CROSS ROADS","KY","1900"
"FRANKLINBURGH","NC",""
"FRANKLIN'S MILLS","KY",""
"FRANKLINTON","KY","1850"
NA,NA,""
"FRANKLINTON","OH",""
"FRANKLINTOWN","MD",""
"FRANKLINTOWN","MN",""
"FRANKLINVILLE","MD",""
NA,NA,""
"FRANKLINVILLE","WV",""
"FRANKLINVILLE","MD",""
"FRANKLINVILLE","MD",""
"FRANKLINVILLE","MD","1850"
"FRANKLINVILLE","MD","1900"
"FRANKS","IL","1900"
"FRANKS","KY","1900"
"FRANKS","WI",""
"FRANKS","MI",""
NA,NA,""
NA,NA,""
NA,NA,""
"FRANKVILLE","IA","1900"
"FRANKVILLE","MD",""
"FRANKVILLE","WI",""
"FRASER","VA","1900"
"FRASER","MI",""
NA,NA,""
"FRASER","IA","1900"
"FRASERS","IL","1900"
"FRASEVILLE","MN","1900"
"FRASHER","WV",""
"FRATERNITY","VA",""
"FRAVEL","IN",""
"FRAVEL'S STORE","VA",""
"FRAY","VA","1900"
"FRAYSER'S TAVERN","VA",""
NA,NA,""
"FRAZEE CITY","MN",""
NA,NA,""
"FRAZER","WI","1900"
"FRAZER'S STORE","VA",""
NA,NA,""
"FRAZIER","MD","1900"
NA,NA,""
"FRAZIERS STORE","IN",""
"FREASES STORE","OH","1850"
"FRED","VA","1900"
"FRED","WV",""
"FREDA","KY","1900"
"FREDA","MI","1950"
NA,NA,""
NA,NA,""
"FREDERICA","IA",""
"FREDERICA","DE","1800"
NA,NA,""
"FREDERICK","KY",""
NA,NA,""
"FREDERICK","NC",""
"FREDERICK","WI",""
"FREDERICK","WV",""
"FREDERICK","OH","1850"
"FREDERICK JUNCTION","MD",""
"FREDERICKS HALL","VA","1850"
"FREDERICKS DALE","OH","1900"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
"FREDERICKSBURGH","KY",""
"FREDERICKSBURGH","KY",""
"FREDERICKSVILLE","IL","1850"
"FREDERICKTOWN","IL","1850"
"FREDERICKTOWN","KY","1850"
"FREDERICKTOWN","MD","1800"
NA,NA,""
"FREDERICVILLE","MI",""
NA,NA,""
"FREDONIA","IA","1850"
"FREDONIA","IN","1850"
NA,NA,""
"FREDONIA","DE",""
"FREDONIA","MI","1850"
"FREDONIA","OH","1850"
"FREDONIA","IL","1850"
"FREDONIA","WI","1850"
"FREDONIA","IL",""
"FREDONIA","WI","1950"
"FREDONIA DEPOT","KY",""
"FREDONIA MILLS","VA",""
"FREDONIA STATION","WI","1900"
"FREDRIC","IA","1900"
"FREDSVILLE","IA","1900"
NA,NA,""
"FREE","KY",""
"FREE SOIL","MN",""
"FREE SOIL","MI",""
NA,NA,""
"FREE UNION","KY","1900"
NA,NA,""
NA,NA,""
"FREEBORN CITY","MN",""
"FREEBORN SPRINGS","MN",""
NA,NA,""
"FREEBURG","MN","1900"
"FREEBURG","OH","1900"
NA,NA,""
"FREED","WV","1900"
"FREEDA","VA",""
"FREEDENBURG","MN",""
"FREEDHEM","MN",""
"FREEDOM","IA","1850"
"FREEDOM","IA",""
"FREEDOM","IL","1850"
NA,NA,""
"FREEDOM","KY",""
"FREEDOM","KY","1900"
"FREEDOM","MD","1850"
"FREEDOM","MN",""
"FREEDOM","WI","1850"
"FREEDOM","WI",""
"FREEDOM","MI",""
"FREEDOM","MI",""
"FREEDOM","MI",""
"FREEDOM","OH","1850"
"FREEDOM CENTRE","IL",""
"FREEDOM HILL","NC",""
"FREEDOM MILLS","OH",""
"FREEDOM STATION","OH","1900"
"FREEHOLD","IA",""
"FREEL","IA","1850"
"FREELAND","IA",""
"FREELAND","IL",""
NA,NA,""
"FREELAND","MN","1900"
"FREELAND","NC","1950"
NA,NA,""
"FREELAND","OH","1900"
"FREELAND PARK","IN","1950"
"FREELANDS","OH","1850"
NA,NA,""
"FREELING","VA","1900"
"FREEMAN","IA",""
"FREEMAN","IA",""
"FREEMAN","IA","1900"
"FREEMAN","IN","1900"
"FREEMAN","MN",""
"FREEMAN","NC","1900"
NA,NA,""
"FREEMAN","WI","1900"
"FREEMAN","OH",""
"FREEMAN","OH",""
NA,NA,""
"FREEMAN","WV","1900"
"FREEMANS","OH",""
"FREEMANS CREEK","WV","1850"
"FREEMANS LANDING","WV","1850"
"FREEMANS MILLS","NC","1900"
"FREEMAN'S MILLS","MI",""
"FREEMANSBURG","WV","1900"
"FREEMANTON","IL","1850"
"FREEMONT","KY","1900"
"FREEPORT","IA","1900"
NA,NA,""
"FREEPORT","IN","1850"
"FREEPORT","MN",""
NA,NA,""
"FREEPORT","VA","1900"
NA,NA,""
NA,NA,""
"FREEPORT","WV",""
"FREEPORT","WV","1850"
"FREER","MN","1900"
"FREESHADE","VA","1850"
"FREESTONE","KY","1900"
"FREESTONE","VA",""
"FREESTONE","OH","1900"
NA,NA,""
"FREIBURGERS","MI","1900"
"FREINDSVILLE","OH","1900"
"FREISTADT","WI","1900"
NA,NA,""
"FREMONT","IL",""
NA,NA,""
"FREMONT","MN",""
"FREMONT","MN",""
"FREMONT","MN","1900"
NA,NA,""
"FREMONT","VA",""
"FREMONT","VA",""
"FREMONT","VA","1950"
NA,NA,""
"FREMONT","WI",""
"FREMONT","MI","1850"
NA,NA,""
NA,NA,""
"FREMONT CENTER","IL","1900"
"FREMONT CENTRE","IL",""
"FREMONT CENTRE","MI",""
"FRENCH","IA",""
"FRENCH","IN","1900"
"FRENCH","KY",""
"FRENCH","MN","1900"
"FRENCH","NC",""
"FRENCH","VA",""
"FRENCH","OH","1900"
"FRENCH BROAD","NC","1850"
"FRENCH BROAD","NC",""
"FRENCH CREEK","IL","1850"
NA,NA,""
"FRENCH CREEK CHURCH","NC",""
"FRENCH GRANT","OH","1850"
"FRENCH GROVE","IL","1850"
"FRENCH GROVE","IL",""
"FRENCH HAY","VA","1900"
"FRENCH ISLAND","IN","1850"
"FRENCH LAKE","MN","1900"
NA,NA,""
"FRENCH RIVER","MN","1900"
"FRENCH TOWN","WI",""
"FRENCH VILLAGE","IL","1850"
"FRENCHBURG","WV",""
NA,NA,""
"FRENCHLANDING","MI","1900"
"FRENCH'S MILLS","NC",""
"FRENCHTON","VA",""
"FRENCHTON","WV","1850"
"FRENCHTOWN","IN","1900"
"FRENCHTOWN","MI",""
"FRENCHTOWN","OH",""
"FRENCHVILLE","KY",""
"FRENCHVILLE","WI","1900"
"FRENCHVILLE","WV",""
"FRENDALE","IA","1900"
"FRESH AIR","WI",""
"FRESHWATER","VA","1900"
NA,NA,""
"FREW","KY",""
"FREW","KY","1950"
"FREW","WV","1900"
"FREY","MI","1900"
"FREYA","WI","1900"
"FRIAR","VA","1900"
"FRIARS HILL","WV","1900"
"FRIBERG","MN",""
"FRIDHEM","MN",""
"FRIDLEY","MN","1900"
"FRIEDALAND","KY",""
"FRIEDBURG","NC",""
"FRIEDBURG","NC","1900"
"FRIEDENS","VA","1900"
"FRIEDHEIM","IN","1900"
"FRIELINGVILLE","MI",""
"FRIEND","MI",""
"FRIEND GROVE","IL","1900"
"FRIENDLY","MD","1900"
NA,NA,""
"FRIENDS","NC","1900"
"FRIENDS","OH",""
"FRIEND'S","MD",""
"FRIEND'S GROVE","IA",""
"FRIEND'S GROVE","VA","1850"
"FRIENDS MISSION","VA","1900"
"FRIENDSHIP","IL","1850"
"FRIENDSHIP","IL","1900"
NA,NA,""
"FRIENDSHIP","KY",""
"FRIENDSHIP","KY","1900"
NA,NA,""
"FRIENDSHIP","NC","1850"
"FRIENDSHIP","VA",""
"FRIENDSHIP","VA","1900"
"FRIENDSHIP","WI","1850"
NA,NA,""
NA,NA,""
"FRIENDSHIPVILLE","VA",""
"FRIENDSVILLE","IL","1850"
"FRIENDSVILLE","MD",""
NA,NA,""
"FRIENDSWOOD","IN","1900"
"FRIENDSWOOD","WI",""
NA,NA,""
"FRIESLAND","MN","1900"
NA,NA,""
"FRIESNER","OH",""
"FRIEZELAND","NC","1900"
"FRINK'S GROVE","IA",""
"FRISBIE'S MILLS","IN","1850"
"FRISBY","KY",""
"FRISCO","IL","1900"
NA,NA,""
"FRISCO","WV","1900"
"FRISCO","OH","1900"
"FRISTOE","KY","1900"
"FRITCH","MI","1900"
"FRITCHTON","IN","1900"
"FRITTS","VA","1900"
"FRITZ","KY","1900"
NA,NA,""
"FRIZELLBURG","MD",""
"FROELICH","IA","1900"
"FROELICH STATION","IA",""
"FROG","NC",""
"FROGPOND","KY",""
"FROGTOWN","IL","1900"
"FROGUE","KY","1950"
"FRON","MN",""
NA,NA,""
"FRONTELO","VA",""
NA,NA,""
"FRONTIER","IL",""
"FRONTIER","MN",""
NA,NA,""
"FROST","KY","1900"
"FROST","MD",""
NA,NA,""
"FROST","VA","1900"
"FROST","WV","1900"
"FROST","MI","1900"
"FROST","OH","1900"
NA,NA,""
"FROST'S IRON WORKS","NC",""
"FROSTVILLIE","OH",""
"FROSTY","NC",""
"FROSTY","NC",""
"FROZEN","WV",""
"FROZEN CREEK","KY","1850"
"FROZEN CREEK","KY","1900"
"FROZENCAMP","WV","1900"
"FRUIT","IL","1900"
"FRUIT","KY",""
"FRUIT HILL","IL",""
"FRUIT HILL","IN",""
"FRUIT HILL","KY","1850"
"FRUIT LAND","IL",""
"FRUIT PLAIN","VA",""
"FRUIT RIDGE","MI","1900"
"FRUITDALE","IN",""
"FRUITDALE","OH","1900"
"FRUITHILL","OH","1900"
NA,NA,""
NA,NA,""
"FRUITLAND","NC","1900"
"FRUITLAND","MI",""
"FRUITLY","VA",""
"FRUITPLAIN","VA",""
NA,NA,""
"FRUITS","IN",""
"FRUM","WV",""
"FRY","IN",""
"FRY","KY","1900"
"FRY","NC","1900"
"FRY","VA","1900"
"FRY","WV",""
"FRY","WV","1900"
"FRYBURG","OH","1850"
"FRYDENLAND","WI",""
"FRYEBURG","IA",""
"FRYING PAN","VA",""
"FRYMIRE","KY","1900"
"FRY'S STORE","KY",""
"FRYVILLE","KY","1850"
"FUDGES CREEK","WV","1900"
"FUDGY'S CREEK","WV",""
"FUGARD","IN",""
"FUGATE'S HILL","VA","1900"
NA,NA,""
"FUGITSVILLE","IN",""
"FULBRIGHT","NC","1900"
NA,NA,""
NA,NA,""
"FULDA","OH","1900"
"FULFORD","MD","1900"
"FULGHAM","KY","1900"
NA,NA,""
"FULKERSON","IL",""
"FULKERSON","KY",""
"FULKERSON","VA",""
"FULLEN","WV","1900"
"FULLEN'S TAVERN","IN",""
"FULLER","IA","1900"
"FULLER","IL","1900"
"FULLER","KY",""
"FULLER","VA","1900"
"FULLER","WI",""
"FULLERS","NC","1900"
"FULLERS","WV",""
"FULLER'S","MI",""
"FULLER'S CORNERS","IN",""
"FULLER'S MILLS","IA",""
"FULLER'S POINT","IL","1850"
"FULLERSBURG","IL","1900"
"FULLERSVILLE","MD",""
"FULLERTON","KY","1900"
"FULLERTON","MD","1900"
"FULLERTON-SOUTH SHORE","KY",""
"FULLERTOWN","OH","1900"
"FULLWOOD'S STORE","NC","1850"
"FULMORE","NC","1900"
"FULP","NC","1900"
"FULP","NC",""
"FULSCHER","IL","1900"
"FULTON","IA","1900"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
"FULTON","NC","1850"
"FULTON","NC",""
"FULTON","VA",""
"FULTON","WI","1850"
"FULTON","MI","1850"
NA,NA,""
"FULTON","OH","1850"
NA,NA,""
"FULTON CENTER","IL",""
"FULTON COURT HOUSE","IL",""
"FULTON STATION","KY",""
NA,NA,""
NA,NA,""
"FULTZ","KY","1950"
"FUNK","OH","1900"
"FUNKHOUSER","IL","1900"
"FUNKLEY","MN","1950"
"FUNKS","IN",""
"FUNK'S MILLS","IA",""
NA,NA,""
"FUNSTON","KY","1900"
"FUNSTON","MN","1900"
"FUNSTON","NC",""
"FUNSTON","OH",""
"FUQUAY","IN",""
"FUQUAY SPRINGS","NC","1950"
NA,NA,""
"FURAY","IA",""
"FURCHES","NC","1900"
"FURNACE","KY","1900"
"FURNACE","MD","1900"
"FURNACE","VA","1900"
"FURNACE","WV",""
"FURNACE","OH","1850"
"FURNACEVILLE","OH",""
"FURNESSVILL","IN","1900"
"FURRS","NC","1900"
"FUSEE","VA",""
"FUSONIA","KY","1950"
"FUSSVILLE","WI","1900"
"FUTRELL","KY","1900"
"FYFE LAKE","MI",""
"FYFFE","KY","1900"
NA,NA,""
"GABBARD","KY","1900"
"GABBARD","KY",""
"GABE","KY","1900"
"GABLE","IN","1900"
"GABRIEL'S CREEK","NC","1850"
"GAD","KY",""
"GAD","WI","1900"
"GAD","WV","1900"
"GADBERRY","KY","1900"
"GADDEYSVILLE","NC","1850"
"GADDYSVILLE","NC","1900"
"GADSDEN","IN","1900"
"GAFF","IL",""
"GAFF","IN","1900"
"GAGE","IN","1900"
"GAGE","KY",""
"GAGE","KY","1900"
"GAGE","NC",""
"GAGE","NC","1900"
"GAGE","VA",""
"GAGE","OH","1900"
"GAGEL","KY",""
"GAGEN","WI","1900"
"GAGE'S LAKES","IL","1850"
NA,NA,""
"GAGEVILLE","OH","1900"
"GAHANNA","OH","1850"
"GAINES","WV","1900"
"GAINES","MI",""
NA,NA,""
"GAINES CENTRE","MI",""
"GAINES CROSS ROADS","KY",""
"GAINE'S CROSS ROADS","VA","1850"
"GAINES MILL","VA","1900"
"GAINES STATION","MI","1900"
"GAINESBORO","OH",""
"GAINESBOROUGH","IA",""
"GAINESBURG","KY",""
"GAINESVILLE","KY","1850"
"GAINESVILLE","MN",""
NA,NA,""
"GAINESVILLE","MI",""
"GAINEY","NC",""
"GAINFORD","IA",""
"GAINSBORO","VA","1850"
"GAINVILLE","WI","1900"
"GAITHER","NC",""
"GAITHERS","MD","1900"
NA,NA,""
NA,NA,""
"GALA","VA","1900"
"GALATEA","OH","1900"
"GALATIN","IN","1900"
"GALAX","NC",""
NA,NA,""
"GALDIA","KY","1950"
"GALE","IA",""
NA,NA,""
"GALE","IN","1900"
"GALE","NC",""
"GALE","NC","1900"
"GALE","WV",""
"GALE","MI","1900"
"GALEN","IN",""
"GALEN","KY","1900"
NA,NA,""
"GALENA","IN","1850"
NA,NA,""
"GALENA","VA",""
NA,NA,""
NA,NA,""
"GALESBURG","IA","1900"
NA,NA,""
"GALESBURGH","WI","1900"
"GALESBURGH","MI","1850"
"GALESTOWN","MD","1900"
"GALESVILLE","IL","1900"
NA,NA,""
NA,NA,""
"GALEY","IN",""
"GALFORD","OH","1900"
NA,NA,""
"GALIGHER","OH","1900"
"GALION","IA","1900"
NA,NA,""
"GALL","OH","1900"
"GALLAGHER","IL","1900"
NA,NA,""
"GALLANT GREEN","MD","1850"
"GALLATIN","IL",""
"GALLATIN","IN","1850"
"GALLATIN","OH","1850"
"GALLAUDET","IN","1900"
"GALLETIN","WV","1900"
"GALLIA","OH","1900"
"GALLIA FURNACE","OH","1850"
NA,NA,""
NA,NA,""
"GALLOWAY","IL","1850"
"GALLOWAY","NC","1900"
"GALLOWAY","WI","1950"
NA,NA,""
"GALLOWAY","MI","1900"
"GALLOWAY","MI","1900"
NA,NA,""
"GALLOWAYS","MD","1900"
"GALLOWAYS MIII","KY","1900"
"GALLUP","IL",""
"GALLUP","KY","1900"
"GALLUP","OH","1900"
NA,NA,""
NA,NA,""
"GALT","MI","1900"
"GALTS MILLS","VA","1900"
"GALTON","IL","1900"
"GALTVILLE","IA",""
"GALUM","IL","1850"
NA,NA,""
NA,NA,""
NA,NA,""
NA,NA,""
"GALVESTON","NC","1900"
"GALVESTON","VA","1900"
"GALVIN","IA","1900"
"GALWAY","KY",""
NA,NA,""
"GAMALIEL","NC",""
"GAMBER","MD",""
"GAMBETTA","VA","1900"
NA,NA,""
